canonicalsmiles,mw,xlogp,polararea,rotbonds,hbonddonor,hbondacc,charge,anti_inflammatory
CC1CC2C(C(C3(C1C=CC3=O)C)O)C(=C)C(=O)O2,262.3,1.4,63.6,0,1,4,0,1
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,309.4,3.9,30.3,7,0,3,0,1
CCN(CC)CCO,117.19,0.3,23.5,4,1,2,0,1
CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3C2C(CC4=CC(=O)C=CC34C)Cl)O)C)C)OC(=O)CC,521.0,3.2,107.0,8,1,7,0,1
C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O,212.24,3.0,37.3,3,1,2,0,1
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,415.8,4.2,94.8,7,1,6,0,1
C1=CC=C(C(=C1)C(=O)O)[O-],137.11,2.4,60.4,1,1,3,-1,1
C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O,357.32,2.2,149.0,7,4,8,0,1
CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C,370.4,3.3,97.6,5,1,5,0,1
CC1=CC2=C(C=C1)C(=NC(=O)N2C(C)C)C3=CC=CC=C3,278.3,3.0,32.7,2,0,1,0,1
CC1=C(C(=CC=C1)C(=O)O)O,152.15,2.9,57.5,1,2,3,0,1
C1CN(NC1=O)C2=CC=CC=C2,162.19,0.9,32.299,1,1,2,0,1
C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,254.28,3.2,54.4,5,1,3,0,1
CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,296.1,5.2,49.3,3,2,3,0,1
CC(C)(C)C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,270.32,5.5,46.5,4,1,3,0,1
CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,473.4,7.1,40.0,4,1,4,0,1
CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3,305.4,0.9,70.0,5,2,5,0,1
C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,446.4,1.1,183.0,4,6,11,0,1
CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O,371.3,2.2,121.0,5,2,8,0,1
CC(=O)C1=CC(=C(C(=C1)OC)O)OC,196.2,0.2,55.8,3,1,4,0,1
COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC,327.3,3.2,84.9,6,2,5,0,1
CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O,337.4,1.5,49.8,5,1,4,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C,427.4,2.7,74.6,2,2,4,0,1
C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F,406.4,3.7,91.7,7,3,9,0,1
CCCCCCCCC=CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,417.6,8.1,58.6,18,2,3,0,1
CC1CC2C3CC(C4=CC(=O)C(=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)Cl)F,444.9,2.6,94.8,2,3,7,0,1
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,248.32,2.3,38.8,0,0,3,0,1
CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,262.69,3.8,62.2,3,2,4,0,1
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,248.32,2.3,38.8,0,0,3,0,1
C1=CC=C2C=CC=C2C=C1,128.169,3.2,0.0,0,0,0,0,1
C1=CC=C(C(=C1)C(=O)OCCOCCO)NC2=CC=CC(=C2)C(F)(F)F,369.3,4.7,67.8,9,2,8,0,1
CC1=CCCC(=C)C2CC(C2CC1)(C)C,204.35,4.4,0.0,0,0,0,0,1
C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,354.2,4.3,75.6,7,2,5,0,1
CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,255.27,2.7,59.4,2,1,4,0,1
CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F,410.5,1.9,94.8,2,3,7,0,1
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N,203.24,0.1,49.6,1,1,3,0,1
CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O,438.5,3.6,104.0,11,1,6,0,1
CC(C)C(CCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O,416.6,5.3,60.7,6,3,3,0,1
C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O,334.16,3.3,80.4,4,2,4,0,1
C1CNC(C2=CC(=C(C=C21)O)O)CC3=CC=C(C=C3)O,271.31,2.2,72.7,2,4,4,0,1
CCCC(=O)OC1(C(CC2C1(CC(=O)C3(C2CCC4=CC(=O)C=CC43C)F)C)C)C(=O)CCl,479.0,3.8,77.5,6,0,6,0,1
CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,810.4,3.8,158.0,6,2,11,0,1
CCCCCC(C=CC=CC=CC=CC(C(CCCC(=O)O)O)O)O,352.5,3.1,98.0,14,4,5,0,1
CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)COC(=O)CC(C)(C)C)C)O)F)C)C,532.6,4.8,99.1,6,1,8,0,1
C1CCC2C(C1)CC(N2C(=O)C3CC4=CC=CC=C4CN3C(=O)C(CO)NC(=O)C(CC5=CC=CS5)NC(=O)CNC(=O)C6CC(CN6C(=O)C7CCCN7C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)O)C(=O)NC(CCCN=C(N)N)C(=O)O,1304.5,-6.4,552.0,30,15,18,0,1
CC1=CCCC(=C)C2CC(C2CC1)(C)C,204.35,4.4,0.0,0,0,0,0,1
CC1=CCCC(=C)C2CC(C2CC1)(C)C,204.35,4.4,0.0,0,0,0,0,1
CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3,606.7,6.5,61.9,2,0,8,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)O)C)O)F)C,434.5,2.8,101.0,4,2,7,0,1
C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O,229.23,3.2,72.6,3,2,4,0,1
C1=CC(=C(C(=C1Cl)C(=O)O)O)Cl,207.01,2.4,57.5,1,2,3,0,1
CCCCCCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O,348.5,9.5,57.5,15,2,3,0,1
C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O,302.24,3.1,140.0,4,4,8,0,1
COC1=CC=CC=C1C(=O)O,152.15,1.6,46.5,2,1,3,0,1
COC1=CC(=C(C=C1)O)C(=O)O,168.15,2.5,66.8,2,2,4,0,1
CCCCOC(=O)C1=CC=CC=C1O,194.23,4.6,46.5,5,1,3,0,1
C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O,218.19,1.3,120.0,2,3,6,0,1
CCCCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O,320.5,8.4,57.5,13,2,3,0,1
CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)Cl)C4=CC=CC=C4)C,379.9,5.2,42.2,4,1,2,0,1
CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,293.72,4.2,49.3,4,2,4,0,1
C1=CC(=C(C=C1Cl)C(=O)O)O,172.56,3.1,57.5,1,2,3,0,1
CCCCCCOC(=O)C1=CC=CC=C1O,222.28,5.7,46.5,7,1,3,0,1
C1=CC(=CC=C1C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F)Cl,401.8,3.7,86.4,3,1,7,0,1
CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC,410.5,4.7,42.0,12,0,5,0,1
CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)O)OC,608.7,6.1,72.9,3,1,8,0,1
CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C4=C3OC=C4C,276.3,3.7,47.3,0,0,3,0,1
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,430.5,2.5,93.1,4,2,6,0,1
CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C,264.32,1.1,58.6,7,1,4,0,1
CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,296.24,4.1,62.2,3,2,7,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)OC(=O)C5=CC=CC=C5)C)O)F)C,496.6,3.9,101.0,5,2,7,0,1
CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)COC(=O)CC,488.6,4.2,107.0,9,1,7,0,1
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,374.5,1.9,94.8,2,3,5,0,1
CN(C(=O)CCC1=NN(C(=C1)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)OC)O,385.8,3.4,67.6,6,1,4,0,1
CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O,301.72,4.1,63.3,3,1,4,0,1
CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C,300.36,4.0,56.2,3,0,3,0,1
CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC,234.25,1.3,62.1,3,0,5,0,1
CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl,291.73,2.8,59.3,4,1,3,0,1
CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C,288.29,3.0,94.8,3,3,5,0,1
CC12CC3(C4CC1(C4(C(O2)O3)COC(=O)C5=CC=CC=C5)OC6C(C(C(C(O6)CO)O)O)O)O,480.5,-1.0,164.0,7,5,11,0,1
CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,254.28,3.1,54.4,4,1,3,0,1
CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,470.7,6.4,74.6,1,2,4,0,1
CCC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,295.3,3.1,57.6,4,1,3,0,1
CC(C)COC(=O)C1=CC=CC=C1O,194.23,3.9,46.5,4,1,3,0,1
C1=C(C=C(C(=C1C(=O)O)O)Br)Br,295.91,3.0,57.5,1,2,3,0,1
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O,242.27,4.5,46.5,5,1,3,0,1
C1=CC=C(C(=C1)C(=O)OCCO)O,182.17,1.9,66.8,4,2,4,0,1
CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,356.4,3.4,73.6,4,1,5,0,1
C1=CC=C(C(=C1)C(=O)O)S,154.19,2.4,38.3,1,2,3,0,1
CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2OC(=O)C,313.3,2.2,81.7,6,1,5,0,1
CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,372.4,3.5,79.8,4,1,5,0,1
CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O,248.15,2.1,63.6,3,1,7,0,1
CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2CCCCC2,314.36,2.9,110.0,4,1,6,0,1
CC(C)CCOC(=O)C1=CC=CC=C1O,208.25,4.6,46.5,5,1,3,0,1
CCCCCCC=CCCCCCCCC1=C(C(=CC=C1)O)C(=O)O,346.5,8.5,57.5,14,2,3,0,1
C1=C(C=C(C(=C1C(=O)O)O)Cl)Cl,207.01,2.9,57.5,1,2,3,0,1
COC1=CC(=CC(=C1O)OC)C=CC=O,208.21,1.4,55.8,4,1,4,0,1
C1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,254.24,3.0,66.8,1,2,4,0,1
CCC=CCCOC(=O)C1=CC=CC=C1O,220.26,4.4,46.5,6,1,3,0,1
CC(=CCCC(=CCCC(=CCSC1=CC=CC=C1C(=O)O)C)C)C,358.5,7.2,62.6,10,1,3,0,1
C1=NC(=C(N1C2C(C(C(O2)CO)O)O)O)C(=O)N,259.22,-1.9,151.0,3,5,7,0,1
CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C,354.4,4.4,71.4,8,1,4,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,408.9,2.2,94.8,2,3,5,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,392.5,1.9,94.8,2,3,6,0,1
CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC)OC,624.8,6.7,72.9,10,1,8,0,1
CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,376.5,2.0,74.6,1,2,5,0,1
CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,494.5,3.2,99.1,4,1,9,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C5=CC=NC=C5)O)C)O)F)C,497.6,3.4,114.0,5,2,8,0,1
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,248.32,2.3,38.8,0,0,3,0,1
CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,412.5,3.1,70.1,6,2,3,0,1
CC(=CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)C,320.4,3.1,40.6,4,0,2,0,1
CCCCC1C(=O)NN(C1=O)C2=CC=CC=C2,232.28,2.7,49.4,4,1,2,0,1
CC(C1=CC(=C(C=C1)N2CC=CC2)Cl)C(=O)O,251.71,2.9,40.5,3,1,3,0,1
CS(=O)(=O)CCC#N,133.17,-0.7,66.3,2,0,3,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)O)C)O)F)C,434.5,2.8,101.0,4,2,7,0,1
CC1=CCCC(=C)C2CC(C2CC1)(C)C,204.35,4.4,0.0,0,0,0,0,1
CC1=CCCC(=C)C2CC(C2CC1)(C)C,204.35,4.4,0.0,0,0,0,0,1
COC1=CC=CC=C1CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3,412.6,5.4,24.5,7,1,3,0,1
C1CN2CC(C(C(C2C1O)O)O)O,189.21,-2.2,84.2,0,4,5,0,1
C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N,347.4,2.0,141.0,5,4,4,0,1
C1=CC=C(C(=C1)CC(=O)O)OC2=C(C=C(C=C2)Cl)Cl,297.1,4.8,46.5,4,1,3,0,1
CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,377.4,3.2,77.8,4,1,5,0,1
CCCCC(=O)OCC(=O)C1C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C,478.6,4.2,80.7,7,1,7,0,1
C1CCC(C1)C(C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C(=O)O,361.4,5.4,59.4,6,1,4,0,1
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O,311.36,0.0,89.5,4,1,6,0,1
CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,217.26,0.9,66.4,6,0,4,0,1
CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,810.4,3.8,158.0,6,2,11,0,1
CC1=C(C2=C(C1=CC3=CC=C(C=C3)SC)C=CC(=C2)F)CC(=O)O,340.4,4.8,62.6,4,1,4,0,1
CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=C(C=C(C=C3)O)O)CC=C(C)C)C,422.5,6.2,107.0,5,4,6,0,1
CC(=O)CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,322.4,1.2,57.7,5,0,3,0,1
CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3,400.5,5.1,55.4,4,0,6,0,1
CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)OC(=O)CC,504.6,3.6,107.0,8,1,8,0,1
CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,356.4,3.4,73.6,4,1,5,0,1
COC1=CC=C(C=C1)N2C(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)Cl,352.7,5.1,27.0,3,0,5,0,1
CCCCCOC(=O)C1=CC=CC=C1O,208.25,5.2,46.5,6,1,3,0,1
COC1=C(C=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)F)F,397.4,2.8,95.6,5,1,8,0,1
COC1=CC=C(C=C1)C2=C(ON=C2C3=CC=C(C=C3)OC)CC(=O)O,339.3,3.1,81.8,6,1,6,0,1
CC1=CC(=CC(=C1C(=O)OC2=CC(=C(C(=C2)C)C(=O)O)O)O)O,318.28,3.6,124.0,4,4,7,0,1
CS(=O)(=O)C1=CC=C(C=C1)N2C(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)F,384.3,3.8,60.3,3,0,7,0,1
CC(=O)OC1=CC=CC=C1C(=O)OC,194.18,1.5,52.6,4,0,4,0,1
C1=C(C=C(C(=C1C(=O)O)O)I)I,389.91,4.6,57.5,1,2,3,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,408.9,2.2,94.8,2,3,5,0,1
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,430.5,2.5,93.1,4,2,6,0,1
CCCC1=C(C=CC2=C1OC(CC2)C(=O)O)OCCCOC3=C(C(=C(C=C3)C(=O)C)OC)CCC,484.6,6.2,91.3,13,1,7,0,1
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,430.5,2.5,93.1,4,2,6,0,1
CCOC(=O)C1=C(SC2=C1CCN(C2)CC3=CC=CC=C3)N,316.4,3.4,83.8,5,1,5,0,1
CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C(=O)O)O)C)C)C2C1C)C)C,456.7,8.3,57.5,1,2,3,0,1
CCCCCCCCC(=CCCCCCCCC(=O)O)[N+](=O)[O-],327.5,6.7,83.1,15,1,4,0,1
C1=CC=C(C=C1)CCNC2=CC=CC=C2C(=O)O,241.28,4.0,49.3,5,2,3,0,1
CC(C)(C(=O)O)OCC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,324.4,3.0,64.4,6,1,4,0,1
C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O,282.29,3.1,64.4,5,1,4,0,1
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3,308.33,2.0,65.5,3,1,4,0,1
CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1C(=O)CO)C)O)C)F,376.5,2.4,74.6,2,2,5,0,1
CCC(=O)OC1(CCC2C1(CC(C3C2CC(C4=CC(=O)C=CC34C)C)O)C)C(=O)COC(=O)C,472.6,3.8,107.0,7,1,7,0,1
C1=CC=C(C=C1)C2=NC(=C(S2)CC(=O)O)C3=CC=C(C=C3)Cl,329.8,5.2,78.4,4,1,4,0,1
CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,810.4,3.8,158.0,6,2,11,0,1
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,248.32,2.3,38.8,0,0,3,0,1
CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,470.7,6.4,74.6,1,2,4,0,1
C1CCC2C(C1)CC(N2C(=O)C3CC4=CC=CC=C4CN3C(=O)C(CO)NC(=O)C(CC5=CC=CS5)NC(=O)CNC(=O)C6CC(CN6C(=O)C7CCCN7C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)O)C(=O)NC(CCCN=C(N)N)C(=O)O,1304.5,-6.4,552.0,30,15,18,0,1
CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C,434.5,2.5,93.1,2,2,7,0,1
CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,470.7,6.4,74.6,1,2,4,0,1
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,248.32,2.3,38.8,0,0,3,0,1
CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C,248.32,2.3,38.8,0,0,3,0,1
C1CCC2C(C1)CC(N2C(=O)C3CC4=CC=CC=C4CN3C(=O)C(CO)NC(=O)C(CC5=CC=CS5)NC(=O)CNC(=O)C6CC(CN6C(=O)C7CCCN7C(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N)O)C(=O)NC(CCCN=C(N)N)C(=O)O,1304.5,-6.4,552.0,30,15,18,0,1
C1=CSC(=C1)C(=O)C2=C(N(C3=C2C=C(C=C3)Cl)C(=O)N)O,320.8,3.8,114.0,2,2,4,0,1
CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,271.27,2.6,75.6,4,2,4,0,1
CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2C(=O)O,300.26,2.4,89.9,6,1,6,0,1
CC(=CCC1=C(C=C(C(=C1O)C(=O)O)CCC2=CC=CC=C2)OC)C,340.4,5.8,66.8,7,2,4,0,1
CC(=CCC1=C(C=C(C(=C1O)C(=O)O)C=CC2=CC=CC=C2)OC)C,338.4,5.8,66.8,6,2,4,0,1
C1=CC(=C(C=C1O)C(=O)O)[O-],153.11,2.3,80.6,1,2,4,-1,1
CC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,228.24,4.1,46.5,3,1,3,0,1
C1CN(N=C1N)C2=CC=CC(=C2)C(F)(F)F,229.2,1.8,41.6,1,1,5,0,1
C1=CC(=C(C=C1NCC2=C(C=CC(=C2)O)O)C(=O)O)O,275.26,2.4,110.0,4,5,6,0,1
C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl,295.1,5.0,52.2,3,1,3,-1,1
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,315.4,1.2,59.0,1,1,5,0,1
CC1=CC(=C(C=C1)O)C(=O)O,152.15,2.8,57.5,1,2,3,0,1
CCCCCC1=C(C(=CC2=C1OC3=CC(=CC(=C3C(=O)O2)C(=O)CCCC)OC)O)C(=O)O,456.5,6.1,119.0,10,2,8,0,1
COC(=O)C1=CC=CC=C1OC2C(C(C(C(O2)COC3C(C(C(CO3)O)O)O)O)O)O,446.4,-2.5,185.0,7,6,12,0,1
CC1=C(C(=C(C=C1)C(C)C)O)C(=O)O,194.23,3.1,57.5,2,2,3,0,1
CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3,305.4,0.9,70.0,5,2,5,0,1
CC1=C(C(CCC1)(C)C)CCC(=CCCC2=CCC(OC2O)C3=CC(=O)OC3O)C,416.5,3.5,76.0,7,2,5,0,1
CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3,305.4,0.9,70.0,5,2,5,0,1
CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC56C4(CC(C7(C5CC(CC7)(C)C)CO6)O)C)C)C)O)OC8C(C(C(C(O8)CO)O)O)O)O,781.0,2.5,208.0,6,8,13,0,1
CC1=C(C(=NC=C1CO)C)O,153.18,-0.1,53.4,1,2,3,0,1
CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC,521.0,3.0,107.0,8,1,7,0,1
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,430.5,2.5,93.1,4,2,6,0,1
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,430.5,2.5,93.1,4,2,6,0,1
CCC1(C(=O)NC(=O)N(C1=O)C(=O)C2=CC=CC=C2)C3=CC=CC=C3,336.3,3.3,83.6,3,1,4,0,1
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)I,314.12,1.3,23.6,1,0,2,0,1
CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC56C4(CC(C7(C5CC(CC7)(C)C)CO6)O)C)C)C)O)OC8C(C(C(C(O8)CO)O)O)O)O,781.0,2.5,208.0,6,8,13,0,1
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,430.5,2.5,93.1,4,2,6,0,1
CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,810.4,3.8,158.0,6,2,11,0,1
CC(C)(C(=O)NC(CS)C(=O)O)S,223.3,0.4,68.4,4,4,5,0,1
CC(=O)NCCCCCC(=O)O,173.21,0.1,66.4,6,2,3,0,1
CC(C)CC1=CC=C(C=C1)C(C)C(=O)NO,221.29,2.8,49.3,4,2,2,0,1
CCCCC(C(=O)N(C1=CC=CC=C1)NC2=CC=CC=C2)C(=O)O,326.4,4.9,69.6,8,2,4,0,1
